v-sweep;V(/out1);user1;
0.301;1.79983;-0.00433068;
0.302;1.79983;-0.00444139;
0.303;1.79982;-0.00455483;
0.304;1.79982;-0.00467106;
0.305;1.79981;-0.00479016;
0.306;1.79981;-0.00491219;
0.307;1.7998;-0.00503721;
0.308;1.7998;-0.0051653;
0.309;1.79979;-0.00529653;
0.31;1.79979;-0.00543098;
0.311;1.79978;-0.00556871;
0.312;1.79978;-0.0057098;
0.313;1.79977;-0.00585434;
0.314;1.79977;-0.00600239;
0.315;1.79976;-0.00615405;
0.316;1.79975;-0.00630939;
0.317;1.79975;-0.0064685;
0.318;1.79974;-0.00663147;
0.319;1.79973;-0.00679838;
0.32;1.79973;-0.00696932;
0.321;1.79972;-0.0071444;
0.322;1.79971;-0.00732369;
0.323;1.79971;-0.0075073;
0.324;1.7997;-0.00769533;
0.325;1.79969;-0.00788787;
0.326;1.79968;-0.00808503;
0.327;1.79967;-0.00828691;
0.328;1.79967;-0.00849362;
0.329;1.79966;-0.00870527;
0.33;1.79965;-0.00892197;
0.331;1.79964;-0.00914383;
0.332;1.79963;-0.00937097;
0.333;1.79962;-0.00960351;
0.334;1.79961;-0.00984156;
0.335;1.7996;-0.0100852;
0.336;1.79959;-0.0103347;
0.337;1.79958;-0.0105901;
0.338;1.79957;-0.0108514;
0.339;1.79956;-0.011119;
0.34;1.79955;-0.0113928;
0.341;1.79954;-0.0116731;
0.342;1.79952;-0.0119599;
0.343;1.79951;-0.0122535;
0.344;1.7995;-0.0125539;
0.345;1.79949;-0.0128613;
0.346;1.79947;-0.0131759;
0.347;1.79946;-0.0134979;
0.348;1.79945;-0.0138273;
0.349;1.79943;-0.0141644;
0.35;1.79942;-0.0145093;
0.351;1.7994;-0.0148622;
0.352;1.79939;-0.0152232;
0.353;1.79937;-0.0155926;
0.354;1.79936;-0.0159705;
0.355;1.79934;-0.0163571;
0.356;1.79932;-0.0167526;
0.357;1.79931;-0.0171571;
0.358;1.79929;-0.0175709;
0.359;1.79927;-0.0179942;
0.36;1.79925;-0.0184272;
0.361;1.79924;-0.01887;
0.362;1.79922;-0.0193229;
0.363;1.7992;-0.0197861;
0.364;1.79918;-0.0202598;
0.365;1.79916;-0.0207442;
0.366;1.79914;-0.0212396;
0.367;1.79911;-0.0217462;
0.368;1.79909;-0.0222642;
0.369;1.79907;-0.0227939;
0.37;1.79905;-0.0233355;
0.371;1.79902;-0.0238892;
0.372;1.799;-0.0244553;
0.373;1.79897;-0.0250341;
0.374;1.79895;-0.0256258;
0.375;1.79892;-0.0262307;
0.376;1.7989;-0.026849;
0.377;1.79887;-0.0274811;
0.378;1.79884;-0.0281272;
0.379;1.79881;-0.0287875;
0.38;1.79878;-0.0294625;
0.381;1.79875;-0.0301523;
0.382;1.79872;-0.0308573;
0.383;1.79869;-0.0315777;
0.384;1.79866;-0.032314;
0.385;1.79863;-0.0330663;
0.386;1.79859;-0.0338351;
0.387;1.79856;-0.0346206;
0.388;1.79852;-0.0354232;
0.389;1.79849;-0.0362432;
0.39;1.79845;-0.037081;
0.391;1.79841;-0.0379368;
0.392;1.79838;-0.0388111;
0.393;1.79834;-0.0397042;
0.394;1.7983;-0.0406165;
0.395;1.79826;-0.0415483;
0.396;1.79821;-0.0425;
0.397;1.79817;-0.0434721;
0.398;1.79813;-0.0444647;
0.399;1.79808;-0.0454785;
0.4;1.79804;-0.0465137;
0.401;1.79799;-0.0475708;
0.402;1.79794;-0.0486501;
0.403;1.79789;-0.0497522;
0.404;1.79784;-0.0508773;
0.405;1.79779;-0.0520259;
0.406;1.79774;-0.0531985;
0.407;1.79768;-0.0543955;
0.408;1.79763;-0.0556173;
0.409;1.79757;-0.0568643;
0.41;1.79751;-0.0581371;
0.411;1.79746;-0.059436;
0.412;1.7974;-0.0607616;
0.413;1.79733;-0.0621143;
0.414;1.79727;-0.0634945;
0.415;1.79721;-0.0649028;
0.416;1.79714;-0.0663397;
0.417;1.79707;-0.0678055;
0.418;1.79701;-0.0693008;
0.419;1.79694;-0.0708262;
0.42;1.79686;-0.072382;
0.421;1.79679;-0.0739688;
0.422;1.79672;-0.0755872;
0.423;1.79664;-0.0772375;
0.424;1.79656;-0.0789204;
0.425;1.79648;-0.0806364;
0.426;1.7964;-0.0823859;
0.427;1.79632;-0.0841695;
0.428;1.79623;-0.0859878;
0.429;1.79615;-0.0878413;
0.43;1.79606;-0.0897304;
0.431;1.79597;-0.0916558;
0.432;1.79587;-0.0936181;
0.433;1.79578;-0.0956176;
0.434;1.79568;-0.0976551;
0.435;1.79558;-0.0997309;
0.436;1.79548;-0.101846;
0.437;1.79538;-0.104;
0.438;1.79527;-0.106195;
0.439;1.79517;-0.10843;
0.44;1.79506;-0.110706;
0.441;1.79495;-0.113024;
0.442;1.79483;-0.115385;
0.443;1.79472;-0.117788;
0.444;1.7946;-0.120235;
0.445;1.79447;-0.122726;
0.446;1.79435;-0.125261;
0.447;1.79422;-0.127842;
0.448;1.7941;-0.130468;
0.449;1.79396;-0.13314;
0.45;1.79383;-0.13586;
0.451;1.79369;-0.138626;
0.452;1.79355;-0.141441;
0.453;1.79341;-0.144303;
0.454;1.79326;-0.147215;
0.455;1.79311;-0.150177;
0.456;1.79296;-0.153188;
0.457;1.79281;-0.15625;
0.458;1.79265;-0.159363;
0.459;1.79249;-0.162528;
0.46;1.79233;-0.165745;
0.461;1.79216;-0.169014;
0.462;1.79199;-0.172337;
0.463;1.79181;-0.175713;
0.464;1.79164;-0.179144;
0.465;1.79145;-0.182629;
0.466;1.79127;-0.186169;
0.467;1.79108;-0.189765;
0.468;1.79089;-0.193417;
0.469;1.7907;-0.197126;
0.47;1.7905;-0.200892;
0.471;1.79029;-0.204715;
0.472;1.79009;-0.208596;
0.473;1.78988;-0.212536;
0.474;1.78966;-0.216534;
0.475;1.78944;-0.220592;
0.476;1.78922;-0.224709;
0.477;1.78899;-0.228886;
0.478;1.78876;-0.233123;
0.479;1.78853;-0.237422;
0.48;1.78829;-0.241781;
0.481;1.78804;-0.246202;
0.482;1.7878;-0.250685;
0.483;1.78754;-0.25523;
0.484;1.78729;-0.259838;
0.485;1.78702;-0.264508;
0.486;1.78676;-0.269242;
0.487;1.78648;-0.274039;
0.488;1.78621;-0.2789;
0.489;1.78593;-0.283824;
0.49;1.78564;-0.288814;
0.491;1.78535;-0.293867;
0.492;1.78505;-0.298986;
0.493;1.78475;-0.30417;
0.494;1.78444;-0.309419;
0.495;1.78413;-0.314733;
0.496;1.78382;-0.320113;
0.497;1.78349;-0.325559;
0.498;1.78316;-0.331071;
0.499;1.78283;-0.33665;
0.5;1.78249;-0.342295;
0.501;1.78215;-0.348006;
0.502;1.78179;-0.353784;
0.503;1.78144;-0.359629;
0.504;1.78108;-0.365541;
0.505;1.78071;-0.37152;
0.506;1.78033;-0.377566;
0.507;1.77995;-0.38368;
0.508;1.77956;-0.389861;
0.509;1.77917;-0.396109;
0.51;1.77877;-0.402425;
0.511;1.77837;-0.408809;
0.512;1.77796;-0.41526;
0.513;1.77754;-0.421779;
0.514;1.77711;-0.428366;
0.515;1.77668;-0.435021;
0.516;1.77624;-0.441743;
0.517;1.7758;-0.448534;
0.518;1.77534;-0.455392;
0.519;1.77489;-0.462318;
0.52;1.77442;-0.469312;
0.521;1.77395;-0.476374;
0.522;1.77347;-0.483503;
0.523;1.77298;-0.490701;
0.524;1.77249;-0.497967;
0.525;1.77198;-0.5053;
0.526;1.77148;-0.512702;
0.527;1.77096;-0.520171;
0.528;1.77043;-0.527709;
0.529;1.7699;-0.535314;
0.53;1.76936;-0.542987;
0.531;1.76882;-0.550728;
0.532;1.76826;-0.558537;
0.533;1.7677;-0.566413;
0.534;1.76713;-0.574358;
0.535;1.76655;-0.582371;
0.536;1.76597;-0.590451;
0.537;1.76537;-0.598599;
0.538;1.76477;-0.606815;
0.539;1.76416;-0.6151;
0.54;1.76354;-0.623452;
0.541;1.76291;-0.631872;
0.542;1.76227;-0.640361;
0.543;1.76163;-0.648917;
0.544;1.76098;-0.657542;
0.545;1.76031;-0.666235;
0.546;1.75964;-0.674997;
0.547;1.75896;-0.683827;
0.548;1.75828;-0.692725;
0.549;1.75758;-0.701693;
0.55;1.75687;-0.710729;
0.551;1.75616;-0.719834;
0.552;1.75543;-0.729009;
0.553;1.7547;-0.738253;
0.554;1.75396;-0.747567;
0.555;1.7532;-0.756951;
0.556;1.75244;-0.766405;
0.557;1.75167;-0.775929;
0.558;1.75089;-0.785524;
0.559;1.7501;-0.795191;
0.56;1.7493;-0.804928;
0.561;1.74849;-0.814737;
0.562;1.74767;-0.824619;
0.563;1.74684;-0.834573;
0.564;1.746;-0.8446;
0.565;1.74515;-0.854701;
0.566;1.74429;-0.864875;
0.567;1.74342;-0.875124;
0.568;1.74254;-0.885448;
0.569;1.74165;-0.895848;
0.57;1.74075;-0.906324;
0.571;1.73984;-0.916877;
0.572;1.73892;-0.927508;
0.573;1.73798;-0.938218;
0.574;1.73704;-0.949006;
0.575;1.73609;-0.959875;
0.576;1.73512;-0.970824;
0.577;1.73414;-0.981855;
0.578;1.73316;-0.992969;
0.579;1.73216;-1.00417;
0.58;1.73115;-1.01545;
0.581;1.73013;-1.02682;
0.582;1.72909;-1.03827;
0.583;1.72805;-1.04982;
0.584;1.727;-1.06145;
0.585;1.72593;-1.07317;
0.586;1.72485;-1.08499;
0.587;1.72376;-1.09689;
0.588;1.72265;-1.1089;
0.589;1.72154;-1.121;
0.59;1.72041;-1.1332;
0.591;1.71927;-1.14549;
0.592;1.71812;-1.15789;
0.593;1.71696;-1.1704;
0.594;1.71578;-1.183;
0.595;1.71459;-1.19572;
0.596;1.71339;-1.20854;
0.597;1.71217;-1.22147;
0.598;1.71095;-1.23452;
0.599;1.70971;-1.24768;
0.6;1.70845;-1.26096;
0.601;1.70718;-1.27437;
0.602;1.7059;-1.28789;
0.603;1.70461;-1.30154;
0.604;1.7033;-1.31532;
0.605;1.70198;-1.32923;
0.606;1.70064;-1.34327;
0.607;1.69929;-1.35745;
0.608;1.69793;-1.37177;
0.609;1.69655;-1.38623;
0.61;1.69515;-1.40084;
0.611;1.69375;-1.4156;
0.612;1.69232;-1.43052;
0.613;1.69088;-1.44559;
0.614;1.68943;-1.46083;
0.615;1.68796;-1.47623;
0.616;1.68648;-1.4918;
0.617;1.68498;-1.50755;
0.618;1.68346;-1.52347;
0.619;1.68193;-1.53959;
0.62;1.68038;-1.55589;
0.621;1.67882;-1.57238;
0.622;1.67724;-1.58908;
0.623;1.67564;-1.60598;
0.624;1.67403;-1.62309;
0.625;1.6724;-1.64042;
0.626;1.67075;-1.65798;
0.627;1.66908;-1.67576;
0.628;1.6674;-1.69379;
0.629;1.66569;-1.71205;
0.63;1.66397;-1.73057;
0.631;1.66223;-1.74935;
0.632;1.66047;-1.7684;
0.633;1.65869;-1.78773;
0.634;1.6569;-1.80734;
0.635;1.65508;-1.82724;
0.636;1.65324;-1.84745;
0.637;1.65139;-1.86798;
0.638;1.64951;-1.88882;
0.639;1.64761;-1.91001;
0.64;1.64569;-1.93154;
0.641;1.64374;-1.95343;
0.642;1.64178;-1.9757;
0.643;1.63979;-1.99834;
0.644;1.63778;-2.02139;
0.645;1.63575;-2.04485;
0.646;1.63369;-2.06874;
0.647;1.63161;-2.09308;
0.648;1.62951;-2.11788;
0.649;1.62738;-2.14315;
0.65;1.62522;-2.16893;
0.651;1.62304;-2.19522;
0.652;1.62083;-2.22205;
0.653;1.6186;-2.24944;
0.654;1.61633;-2.27742;
0.655;1.61404;-2.306;
0.656;1.61172;-2.33521;
0.657;1.60937;-2.36509;
0.658;1.60699;-2.39566;
0.659;1.60458;-2.42694;
0.66;1.60214;-2.45898;
0.661;1.59966;-2.4918;
0.662;1.59715;-2.52545;
0.663;1.59461;-2.55995;
0.664;1.59203;-2.59537;
0.665;1.58942;-2.63172;
0.666;1.58677;-2.66908;
0.667;1.58408;-2.70748;
0.668;1.58135;-2.74697;
0.669;1.57859;-2.78763;
0.67;1.57578;-2.8295;
0.671;1.57293;-2.87266;
0.672;1.57003;-2.91717;
0.673;1.56709;-2.96312;
0.674;1.56411;-3.01059;
0.675;1.56107;-3.05966;
0.676;1.55799;-3.11044;
0.677;1.55485;-3.16303;
0.678;1.55166;-3.21755;
0.679;1.54842;-3.27411;
0.68;1.54511;-3.33287;
0.681;1.54175;-3.39397;
0.682;1.53833;-3.45756;
0.683;1.53484;-3.52384;
0.684;1.53128;-3.59299;
0.685;1.52765;-3.66525;
0.686;1.52395;-3.74084;
0.687;1.52017;-3.82003;
0.688;1.51631;-3.90313;
0.689;1.51236;-3.99047;
0.69;1.50833;-4.08241;
0.691;1.5042;-4.17937;
0.692;1.49997;-4.28182;
0.693;1.49563;-4.3903;
0.694;1.49119;-4.5054;
0.695;1.48662;-4.6278;
0.696;1.48193;-4.75829;
0.697;1.47711;-4.89775;
0.698;1.47214;-5.04724;
0.699;1.46701;-5.20792;
0.7;1.46172;-5.3812;
0.701;1.45625;-5.56868;
0.702;1.45058;-5.77225;
0.703;1.4447;-5.99413;
0.704;1.43859;-6.23694;
0.705;1.43223;-6.50378;
0.706;1.42559;-6.79829;
0.707;1.41863;-7.1248;
0.708;1.41134;-7.48841;
0.709;1.40366;-7.89509;
0.71;1.39555;-8.35176;
0.711;1.38695;-8.86625;
0.712;1.37781;-9.44713;
0.713;1.36806;-10.1033;
0.714;1.35761;-10.8431;
0.715;1.34637;-11.6732;
0.716;1.33426;-12.5963;
0.717;1.32118;-13.6096;
0.718;1.30704;-14.7031;
0.719;1.29177;-15.8586;
0.72;1.27533;-17.0515;
0.721;1.25767;-18.2536;
0.722;1.23882;-19.4367;
0.723;1.2188;-20.5759;
0.724;1.19767;-21.6516;
0.725;1.17549;-22.6501;
0.726;1.15237;-23.5635;
0.727;1.12837;-24.3884;
0.728;1.10359;-25.125;
0.729;1.07812;-25.776;
0.73;1.05204;-26.3456;
0.731;1.02543;-26.8389;
0.732;0.998359;-27.2613;
0.733;0.970904;-27.6179;
0.734;0.943124;-27.9137;
0.735;0.915077;-28.1529;
0.736;0.886818;-28.3392;
0.737;0.858398;-28.4757;
0.738;0.829867;-28.5644;
0.739;0.801269;-28.6069;
0.74;0.772653;-28.6038;
0.741;0.744062;-28.555;
0.742;0.715543;-28.4594;
0.743;0.687143;-28.3152;
0.744;0.658912;-28.1195;
0.745;0.630904;-27.8687;
0.746;0.603175;-27.558;
0.747;0.575788;-27.1817;
0.748;0.548812;-26.7332;
0.749;0.522322;-26.2053;
0.75;0.496401;-25.5904;
0.751;0.471141;-24.8808;
0.752;0.44664;-24.07;
0.753;0.423001;-23.1535;
0.754;0.400333;-22.1303;
0.755;0.378741;-21.0043;
0.756;0.358324;-19.7857;
0.757;0.339169;-18.4918;
0.758;0.321341;-17.1465;
0.759;0.304876;-15.7792;
0.76;0.289782;-14.4217;
0.761;0.276033;-13.1055;
0.762;0.263571;-11.8575;
0.763;0.252318;-10.6988;
0.764;0.242174;-9.64221;
0.765;0.233033;-8.69348;
0.766;0.224787;-7.85178;
0.767;0.21733;-7.11159;
0.768;0.210564;-6.46444;
0.769;0.204401;-5.90044;
0.77;0.198763;-5.40935;
0.771;0.193582;-4.98138;
0.772;0.1888;-4.60761;
0.773;0.184367;-4.28012;
0.774;0.18024;-3.99207;
0.775;0.176383;-3.73763;
0.776;0.172764;-3.51186;
0.777;0.169359;-3.3106;
0.778;0.166143;-3.13037;
0.779;0.163098;-2.96825;
0.78;0.160207;-2.82179;
0.781;0.157455;-2.68892;
0.782;0.154829;-2.5679;
0.783;0.152319;-2.45726;
0.784;0.149914;-2.35575;
0.785;0.147607;-2.26229;
0.786;0.14539;-2.17599;
0.787;0.143255;-2.09605;
0.788;0.141198;-2.02179;
0.789;0.139212;-1.95263;
0.79;0.137292;-1.88806;
0.791;0.135436;-1.82763;
0.792;0.133637;-1.77095;
0.793;0.131894;-1.71768;
0.794;0.130202;-1.66751;
0.795;0.128559;-1.62018;
0.796;0.126962;-1.57544;
0.797;0.125408;-1.53309;
0.798;0.123895;-1.49293;
0.799;0.122422;-1.4548;
0.8;0.120986;-1.41854;
0.801;0.119585;-1.38401;
0.802;0.118218;-1.35109;
0.803;0.116883;-1.31966;
0.804;0.115578;-1.28963;
0.805;0.114303;-1.26089;
0.806;0.113057;-1.23337;
0.807;0.111837;-1.20699;
0.808;0.110643;-1.18167;
0.809;0.109473;-1.15735;
0.81;0.108328;-1.13398;
0.811;0.107205;-1.11149;
0.812;0.106105;-1.08983;
0.813;0.105026;-1.06896;
0.814;0.103967;-1.04884;
0.815;0.102928;-1.02942;
0.816;0.101908;-1.01066;
0.817;0.100907;-0.992539;
0.818;0.0999231;-0.975015;
0.819;0.0989567;-0.958062;
0.82;0.098007;-0.941649;
0.821;0.0970734;-0.925751;
0.822;0.0961555;-0.910344;
0.823;0.0952527;-0.895405;
0.824;0.0943647;-0.880911;
0.825;0.0934909;-0.866844;
0.826;0.092631;-0.853183;
0.827;0.0917845;-0.839911;
0.828;0.0909512;-0.827011;
0.829;0.0901305;-0.814468;
0.83;0.0893222;-0.802267;
0.831;0.088526;-0.790392;
0.832;0.0877415;-0.778832;
0.833;0.0869683;-0.767574;
0.834;0.0862063;-0.756605;
0.835;0.0854551;-0.745914;
0.836;0.0847145;-0.735492;
0.837;0.0839841;-0.725326;
0.838;0.0832638;-0.715409;
0.839;0.0825533;-0.705731;
0.84;0.0818524;-0.696282;
0.841;0.0811608;-0.687056;
0.842;0.0804783;-0.678043;
0.843;0.0798047;-0.669237;
0.844;0.0791398;-0.660631;
0.845;0.0784834;-0.652217;
0.846;0.0778353;-0.643989;
0.847;0.0771954;-0.635942;
0.848;0.0765635;-0.628068;
0.849;0.0759393;-0.620363;
0.85;0.0753227;-0.61282;
0.851;0.0747136;-0.605435;
0.852;0.0741119;-0.598203;
0.853;0.0735172;-0.59112;
0.854;0.0729296;-0.584179;
0.855;0.0723489;-0.577378;
0.856;0.0717749;-0.570712;
0.857;0.0712075;-0.564176;
0.858;0.0706465;-0.557768;
0.859;0.0700919;-0.551483;
0.86;0.0695436;-0.545319;
0.861;0.0690013;-0.53927;
0.862;0.068465;-0.533335;
0.863;0.0679346;-0.527509;
0.864;0.06741;-0.521791;
0.865;0.066891;-0.516176;
0.866;0.0663776;-0.510663;
0.867;0.0658697;-0.505248;
0.868;0.0653671;-0.499929;
0.869;0.0648699;-0.494703;
0.87;0.0643777;-0.489568;
0.871;0.0638907;-0.484521;
0.872;0.0634087;-0.479561;
0.873;0.0629316;-0.474685;
0.874;0.0624593;-0.46989;
0.875;0.0619918;-0.465176;
0.876;0.061529;-0.460539;
0.877;0.0610707;-0.455979;
0.878;0.060617;-0.451492;
0.879;0.0601678;-0.447078;
0.88;0.0597229;-0.442734;
0.881;0.0592823;-0.438459;
0.882;0.0588459;-0.434252;
0.883;0.0584138;-0.43011;
0.884;0.0579857;-0.426033;
0.885;0.0575617;-0.422018;
0.886;0.0571417;-0.418064;
0.887;0.0567256;-0.41417;
0.888;0.0563133;-0.410335;
0.889;0.0559049;-0.406557;
0.89;0.0555002;-0.402835;
0.891;0.0550992;-0.399168;
0.892;0.0547019;-0.395554;
0.893;0.0543081;-0.391993;
0.894;0.0539179;-0.388483;
0.895;0.0535312;-0.385023;
0.896;0.0531479;-0.381612;
0.897;0.0527679;-0.378249;
0.898;0.0523914;-0.374934;
0.899;0.0520181;-0.371664;
0.9;0.051648;-0.36844;
0.901;0.0512812;-0.36526;
0.902;0.0509175;-0.362123;
0.903;0.050557;-0.359028;
0.904;0.0501995;-0.355975;
0.905;0.049845;-0.352963;
0.906;0.0494935;-0.349991;
0.907;0.049145;-0.347058;
0.908;0.0487994;-0.344164;
0.909;0.0484567;-0.341307;
0.91;0.0481168;-0.338487;
0.911;0.0477797;-0.335704;
0.912;0.0474454;-0.332956;
0.913;0.0471138;-0.330243;
0.914;0.0467849;-0.327564;
0.915;0.0464587;-0.324918;
0.916;0.0461351;-0.322306;
0.917;0.0458141;-0.319726;
0.918;0.0454956;-0.317178;
0.919;0.0451797;-0.314661;
0.92;0.0448663;-0.312175;
0.921;0.0445554;-0.309718;
0.922;0.0442469;-0.307292;
0.923;0.0439408;-0.304894;
0.924;0.0436371;-0.302525;
0.925;0.0433357;-0.300183;
0.926;0.0430367;-0.29787;
0.927;0.04274;-0.295583;
0.928;0.0424455;-0.293323;
0.929;0.0421533;-0.291089;
0.93;0.0418634;-0.288881;
0.931;0.0415756;-0.286698;
0.932;0.04129;-0.284539;
0.933;0.0410065;-0.282406;
0.934;0.0407252;-0.280296;
0.935;0.0404459;-0.278209;
0.936;0.0401687;-0.276146;
0.937;0.0398936;-0.274106;
0.938;0.0396205;-0.272088;
0.939;0.0393494;-0.270093;
0.94;0.0390803;-0.268119;
0.941;0.0388132;-0.266166;
0.942;0.038548;-0.264234;
0.943;0.0382847;-0.262324;
0.944;0.0380234;-0.260433;
0.945;0.0377639;-0.258563;
0.946;0.0375062;-0.256712;
0.947;0.0372504;-0.254881;
0.948;0.0369965;-0.253068;
0.949;0.0367443;-0.251275;
0.95;0.0364939;-0.2495;
0.951;0.0362453;-0.247744;
0.952;0.0359984;-0.246005;
0.953;0.0357533;-0.244284;
0.954;0.0355099;-0.242581;
0.955;0.0352681;-0.240895;
0.956;0.0350281;-0.239225;
0.957;0.0347897;-0.237573;
0.958;0.0345529;-0.235937;
0.959;0.0343178;-0.234317;
0.96;0.0340843;-0.232713;
0.961;0.0338524;-0.231124;
0.962;0.0336221;-0.229551;
0.963;0.0333933;-0.227994;
0.964;0.0331661;-0.226451;
0.965;0.0329404;-0.224923;
0.966;0.0327162;-0.22341;
0.967;0.0324936;-0.221912;
0.968;0.0322724;-0.220427;
0.969;0.0320527;-0.218957;
0.97;0.0318345;-0.2175;
0.971;0.0316177;-0.216057;
0.972;0.0314024;-0.214627;
0.973;0.0311885;-0.213211;
0.974;0.0309759;-0.211807;
0.975;0.0307648;-0.210417;
0.976;0.0305551;-0.209039;
0.977;0.0303468;-0.207674;
0.978;0.0301398;-0.206321;
0.979;0.0299341;-0.20498;
0.98;0.0297298;-0.203652;
0.981;0.0295268;-0.202335;
0.982;0.0293251;-0.20103;
0.983;0.0291248;-0.199736;
0.984;0.0289257;-0.198454;
0.985;0.0287278;-0.197183;
0.986;0.0285313;-0.195923;
0.987;0.028336;-0.194674;
0.988;0.028142;-0.193436;
0.989;0.0279491;-0.192209;
0.99;0.0277575;-0.190992;
0.991;0.0275671;-0.189786;
0.992;0.027378;-0.18859;
0.993;0.02719;-0.187404;
0.994;0.0270032;-0.186228;
0.995;0.0268175;-0.185062;
0.996;0.026633;-0.183905;
0.997;0.0264497;-0.182758;
0.998;0.0262675;-0.181621;
0.999;0.0260865;-0.180493;
1;0.0259065;-0.179375;
1.001;0.0257277;-0.178265;
1.002;0.02555;-0.177165;
1.003;0.0253734;-0.176073;
1.004;0.0251978;-0.174991;
1.005;0.0250234;-0.173917;
1.006;0.02485;-0.172852;
1.007;0.0246777;-0.171795;
1.008;0.0245064;-0.170746;
1.009;0.0243362;-0.169706;
1.01;0.024167;-0.168674;
1.011;0.0239989;-0.16765;
1.012;0.0238317;-0.166635;
1.013;0.0236656;-0.165627;
1.014;0.0235005;-0.164626;
1.015;0.0233363;-0.163634;
1.016;0.0231732;-0.162649;
1.017;0.023011;-0.161672;
1.018;0.0228498;-0.160702;
1.019;0.0226896;-0.15974;
1.02;0.0225304;-0.158784;
1.021;0.0223721;-0.157836;
1.022;0.0222147;-0.156895;
1.023;0.0220583;-0.155962;
1.024;0.0219028;-0.155035;
1.025;0.0217482;-0.154114;
1.026;0.0215945;-0.153201;
1.027;0.0214418;-0.152295;
1.028;0.02129;-0.151394;
1.029;0.021139;-0.150501;
1.03;0.020989;-0.149614;
1.031;0.0208398;-0.148733;
1.032;0.0206915;-0.147859;
1.033;0.0205441;-0.146991;
1.034;0.0203975;-0.146129;
1.035;0.0202518;-0.145273;
1.036;0.020107;-0.144424;
1.037;0.019963;-0.14358;
1.038;0.0198198;-0.142742;
1.039;0.0196775;-0.14191;
1.04;0.019536;-0.141084;
1.041;0.0193953;-0.140263;
1.042;0.0192554;-0.139448;
1.043;0.0191164;-0.138639;
1.044;0.0189782;-0.137835;
1.045;0.0188407;-0.137037;
1.046;0.0187041;-0.136244;
1.047;0.0185682;-0.135457;
1.048;0.0184332;-0.134674;
1.049;0.0182989;-0.133897;
1.05;0.0181654;-0.133125;
1.051;0.0180326;-0.132359;
1.052;0.0179007;-0.131597;
1.053;0.0177695;-0.13084;
1.054;0.017639;-0.130088;
1.055;0.0175093;-0.129341;
1.056;0.0173803;-0.128599;
1.057;0.0172521;-0.127862;
1.058;0.0171246;-0.127129;
1.059;0.0169978;-0.126401;
1.06;0.0168718;-0.125678;
1.061;0.0167465;-0.124959;
1.062;0.0166219;-0.124245;
1.063;0.016498;-0.123535;
1.064;0.0163748;-0.12283;
1.065;0.0162523;-0.122129;
1.066;0.0161305;-0.121433;
1.067;0.0160094;-0.120741;
1.068;0.0158891;-0.120053;
1.069;0.0157693;-0.119369;
1.07;0.0156503;-0.118689;
1.071;0.015532;-0.118013;
1.072;0.0154143;-0.117342;
1.073;0.0152973;-0.116674;
1.074;0.0151809;-0.116011;
1.075;0.0150653;-0.115351;
1.076;0.0149502;-0.114696;
1.077;0.0148359;-0.114044;
1.078;0.0147222;-0.113396;
1.079;0.0146091;-0.112752;
1.08;0.0144966;-0.112111;
1.081;0.0143849;-0.111474;
1.082;0.0142737;-0.110841;
1.083;0.0141632;-0.110212;
1.084;0.0140533;-0.109586;
1.085;0.013944;-0.108963;
1.086;0.0138353;-0.108344;
1.087;0.0137273;-0.107729;
1.088;0.0136199;-0.107117;
1.089;0.0135131;-0.106508;
1.09;0.0134069;-0.105902;
1.091;0.0133013;-0.1053;
1.092;0.0131963;-0.104702;
1.093;0.0130919;-0.104106;
1.094;0.0129881;-0.103514;
1.095;0.0128848;-0.102925;
1.096;0.0127822;-0.102339;
1.097;0.0126802;-0.101756;
1.098;0.0125787;-0.101176;
1.099;0.0124778;-0.100599;
1.1;0.0123775;-0.100026;
1.101;0.0122778;-0.0994548;
1.102;0.0121786;-0.098887;
1.103;0.01208;-0.0983221;
1.104;0.0119819;-0.0977601;
1.105;0.0118845;-0.0972009;
1.106;0.0117875;-0.0966445;
1.107;0.0116912;-0.096091;
1.108;0.0115954;-0.0955402;
1.109;0.0115001;-0.0949921;
1.11;0.0114054;-0.0944468;
1.111;0.0113112;-0.0939041;
1.112;0.0112176;-0.0933641;
1.113;0.0111245;-0.0928267;
1.114;0.0110319;-0.0922919;
1.115;0.0109399;-0.0917596;
1.116;0.0108484;-0.0912299;
1.117;0.0107574;-0.0907027;
1.118;0.010667;-0.0901779;
1.119;0.0105771;-0.0896556;
1.12;0.0104877;-0.0891358;
1.121;0.0103988;-0.0886183;
1.122;0.0103104;-0.0881033;
1.123;0.0102226;-0.0875906;
1.124;0.0101353;-0.0870802;
1.125;0.0100484;-0.0865721;
1.126;0.00996212;-0.0860663;
1.127;0.00987631;-0.0855627;
1.128;0.009791;-0.0850614;
1.129;0.00970619;-0.0845622;
1.13;0.00962187;-0.0840653;
1.131;0.00953805;-0.0835705;
1.132;0.00945473;-0.0830778;
1.133;0.0093719;-0.0825873;
1.134;0.00928956;-0.0820988;
1.135;0.0092077;-0.0816124;
1.136;0.00912633;-0.0811281;
1.137;0.00904545;-0.0806457;
1.138;0.00896504;-0.0801654;
1.139;0.00888511;-0.079687;
1.14;0.00880567;-0.0792106;
1.141;0.00872669;-0.0787362;
1.142;0.00864819;-0.0782636;
1.143;0.00857017;-0.077793;
1.144;0.00849261;-0.0773242;
1.145;0.00841552;-0.0768573;
1.146;0.00833889;-0.0763922;
