v-sweep;V(/out2);user0;
0.832;1.40473;-11.1991;
0.833;1.39308;-12.1483;
0.834;1.38044;-13.1547;
0.835;1.36677;-14.2016;
0.836;1.35203;-15.2697;
0.837;1.33623;-16.339;
0.838;1.31936;-17.3911;
0.839;1.30145;-18.4101;
0.84;1.28254;-19.3836;
0.841;1.26268;-20.3025;
0.842;1.24193;-21.1606;
0.843;1.22036;-21.9543;
0.844;1.19802;-22.682;
0.845;1.17499;-23.344;
0.846;1.15133;-23.9415;
0.847;1.12711;-24.4765;
0.848;1.10238;-24.9519;
0.849;1.07721;-25.3704;
0.85;1.05164;-25.7352;
0.851;1.02574;-26.0489;
0.852;0.999542;-26.3144;
0.853;0.973107;-26.534;
0.854;0.946474;-26.7097;
0.855;0.919687;-26.843;
0.856;0.892788;-26.9351;
0.857;0.865817;-26.9866;
0.858;0.838815;-26.9975;
0.859;0.811822;-26.9675;
0.86;0.78488;-26.8955;
0.861;0.758031;-26.7801;
0.862;0.73132;-26.6189;
0.863;0.704793;-26.4092;
0.864;0.678501;-26.1478;
0.865;0.652498;-25.8306;
0.866;0.62684;-25.4532;
0.867;0.601591;-25.0109;
0.868;0.576818;-24.499;
0.869;0.552593;-23.9128;
0.87;0.528993;-23.2484;
0.871;0.506096;-22.5034;
0.872;0.483986;-21.6773;
0.873;0.462742;-20.7723;
0.874;0.442441;-19.7945;
0.875;0.423153;-18.7535;
0.876;0.404934;-17.6633;
0.877;0.387826;-16.5413;
0.878;0.371852;-15.4073;
0.879;0.357012;-14.2824;
0.88;0.343287;-13.1865;
0.881;0.330639;-12.1374;
0.882;0.319012;-11.1491;
0.883;0.30834;-10.2315;
0.884;0.298549;-9.39011;
0.885;0.28956;-8.62637;
0.886;0.281296;-7.93874;
0.887;0.273683;-7.32329;
0.888;0.26665;-6.77466;
0.889;0.260133;-6.2867;
0.89;0.254076;-5.85305;
0.891;0.248427;-5.46748;
0.892;0.243141;-5.12419;
0.893;0.238179;-4.81788;
0.894;0.233506;-4.54382;
0.895;0.229091;-4.29786;
0.896;0.22491;-4.07636;
0.897;0.220939;-3.87622;
0.898;0.217157;-3.69472;
0.899;0.213549;-3.52955;
0.9;0.210098;-3.37872;
0.901;0.206792;-3.24053;
0.902;0.203617;-3.11349;
0.903;0.200565;-2.99635;
0.904;0.197625;-2.88801;
0.905;0.194789;-2.78752;
0.906;0.19205;-2.69407;
0.907;0.189401;-2.60693;
0.908;0.186836;-2.52549;
0.909;0.18435;-2.44919;
0.91;0.181937;-2.37756;
0.911;0.179594;-2.31017;
0.912;0.177317;-2.24665;
0.913;0.175101;-2.18666;
0.914;0.172944;-2.12991;
0.915;0.170841;-2.07613;
0.916;0.168791;-2.02509;
0.917;0.166791;-1.97658;
0.918;0.164838;-1.9304;
0.919;0.16293;-1.88639;
0.92;0.161065;-1.8444;
0.921;0.159242;-1.80426;
0.922;0.157457;-1.76588;
0.923;0.15571;-1.72911;
0.924;0.153999;-1.69387;
0.925;0.152322;-1.66005;
0.926;0.150679;-1.62756;
0.927;0.149067;-1.59633;
0.928;0.147486;-1.56627;
0.929;0.145934;-1.53733;
0.93;0.144411;-1.50943;
0.931;0.142916;-1.48252;
0.932;0.141446;-1.45654;
0.933;0.140003;-1.43145;
0.934;0.138583;-1.40719;
0.935;0.137188;-1.38372;
0.936;0.135816;-1.36101;
0.937;0.134466;-1.33902;
0.938;0.133138;-1.3177;
0.939;0.131831;-1.29703;
0.94;0.130544;-1.27698;
0.941;0.129277;-1.25752;
0.942;0.128029;-1.23862;
0.943;0.1268;-1.22025;
0.944;0.125588;-1.2024;
0.945;0.124395;-1.18504;
0.946;0.123218;-1.16815;
0.947;0.122058;-1.15171;
0.948;0.120915;-1.13569;
0.949;0.119787;-1.1201;
0.95;0.118675;-1.1049;
0.951;0.117577;-1.09008;
0.952;0.116494;-1.07562;
0.953;0.115426;-1.06152;
0.954;0.114371;-1.04776;
0.955;0.11333;-1.03432;
0.956;0.112303;-1.0212;
0.957;0.111288;-1.00838;
0.958;0.110286;-0.99585;
0.959;0.109296;-0.983603;
0.96;0.108319;-0.971627;
0.961;0.107353;-0.959914;
0.962;0.106399;-0.948454;
0.963;0.105456;-0.937238;
0.964;0.104525;-0.926259;
0.965;0.103604;-0.915509;
0.966;0.102693;-0.90498;
0.967;0.101794;-0.894666;
0.968;0.100904;-0.884559;
0.969;0.100025;-0.874653;
0.97;0.0991549;-0.864941;
0.971;0.0982947;-0.855419;
0.972;0.097444;-0.846079;
0.973;0.0966026;-0.836917;
0.974;0.0957702;-0.827927;
0.975;0.0949467;-0.819105;
0.976;0.094132;-0.810445;
0.977;0.0933258;-0.801942;
0.978;0.0925281;-0.793593;
0.979;0.0917386;-0.785393;
0.98;0.0909573;-0.777338;
0.981;0.090184;-0.769423;
0.982;0.0894185;-0.761645;
0.983;0.0886607;-0.754001;
0.984;0.0879105;-0.746486;
0.985;0.0871677;-0.739098;
0.986;0.0864323;-0.731833;
0.987;0.085704;-0.724687;
0.988;0.0849829;-0.717658;
0.989;0.0842687;-0.710743;
0.99;0.0835614;-0.703938;
0.991;0.0828608;-0.697242;
0.992;0.0821669;-0.690651;
0.993;0.0814795;-0.684162;
0.994;0.0807986;-0.677774;
0.995;0.080124;-0.671484;
0.996;0.0794556;-0.665289;
0.997;0.0787934;-0.659187;
0.998;0.0781373;-0.653177;
0.999;0.0774871;-0.647255;
1;0.0768427;-0.64142;
1.001;0.0762042;-0.63567;
1.002;0.0755714;-0.630003;
1.003;0.0749442;-0.624417;
1.004;0.0743226;-0.618909;
1.005;0.0737064;-0.61348;
1.006;0.0730956;-0.608126;
1.007;0.0724901;-0.602846;
1.008;0.0718899;-0.597638;
1.009;0.0712949;-0.592501;
1.01;0.0707049;-0.587434;
1.011;0.07012;-0.582434;
1.012;0.0695401;-0.577501;
1.013;0.068965;-0.572633;
1.014;0.0683948;-0.567828;
1.015;0.0678293;-0.563086;
1.016;0.0672686;-0.558404;
1.017;0.0667125;-0.553783;
1.018;0.0661611;-0.54922;
1.019;0.0656141;-0.544714;
1.02;0.0650716;-0.540265;
1.021;0.0645336;-0.535871;
1.022;0.0639999;-0.53153;
1.023;0.0634705;-0.527243;
1.024;0.0629454;-0.523008;
1.025;0.0624245;-0.518823;
1.026;0.0619077;-0.514689;
1.027;0.0613951;-0.510603;
1.028;0.0608865;-0.506566;
1.029;0.060382;-0.502575;
1.03;0.0598814;-0.498631;
1.031;0.0593847;-0.494732;
1.032;0.0588919;-0.490877;
1.033;0.058403;-0.487067;
1.034;0.0579178;-0.483299;
1.035;0.0574364;-0.479573;
1.036;0.0569586;-0.475889;
1.037;0.0564846;-0.472245;
1.038;0.0560142;-0.468641;
1.039;0.0555473;-0.465076;
1.04;0.055084;-0.461549;
1.041;0.0546242;-0.45806;
1.042;0.0541679;-0.454609;
1.043;0.053715;-0.451193;
1.044;0.0532655;-0.447814;
1.045;0.0528194;-0.444469;
1.046;0.0523766;-0.441159;
1.047;0.051937;-0.437883;
1.048;0.0515008;-0.434641;
1.049;0.0510678;-0.431431;
1.05;0.0506379;-0.428254;
1.051;0.0502113;-0.425108;
1.052;0.0497877;-0.421993;
1.053;0.0493673;-0.418909;
1.054;0.0489499;-0.415855;
1.055;0.0485356;-0.412831;
1.056;0.0481242;-0.409835;
1.057;0.0477159;-0.406869;
1.058;0.0473105;-0.40393;
1.059;0.046908;-0.40102;
1.06;0.0465085;-0.398136;
1.061;0.0461118;-0.395279;
1.062;0.0457179;-0.392449;
1.063;0.0453269;-0.389645;
1.064;0.0449386;-0.386866;
1.065;0.0445531;-0.384112;
1.066;0.0441704;-0.381383;
1.067;0.0437904;-0.378679;
1.068;0.043413;-0.375998;
1.069;0.0430384;-0.373341;
1.07;0.0426663;-0.370707;
1.071;0.042297;-0.368096;
1.072;0.0419302;-0.365507;
1.073;0.0415659;-0.362941;
1.074;0.0412043;-0.360396;
1.075;0.0408451;-0.357873;
1.076;0.0404885;-0.355371;
1.077;0.0401344;-0.352889;
1.078;0.0397828;-0.350428;
1.079;0.0394335;-0.347987;
1.08;0.0390868;-0.345566;
1.081;0.0387424;-0.343165;
1.082;0.0384004;-0.340783;
1.083;0.0380608;-0.33842;
1.084;0.0377236;-0.336075;
1.085;0.0373887;-0.333749;
1.086;0.0370561;-0.331441;
1.087;0.0367258;-0.329151;
1.088;0.0363978;-0.326878;
1.089;0.0360721;-0.324623;
1.09;0.0357486;-0.322385;
1.091;0.0354273;-0.320163;
1.092;0.0351082;-0.317958;
1.093;0.0347914;-0.31577;
1.094;0.0344767;-0.313597;
1.095;0.0341642;-0.311441;
1.096;0.0338538;-0.3093;
1.097;0.0335456;-0.307174;
1.098;0.0332395;-0.305063;
1.099;0.0329355;-0.302968;
1.1;0.0326335;-0.300887;
1.101;0.0323337;-0.298821;
1.102;0.0320359;-0.296768;
1.103;0.0317401;-0.294731;
1.104;0.0314464;-0.292706;
1.105;0.0311547;-0.290696;
1.106;0.030865;-0.288699;
1.107;0.0305773;-0.286715;
1.108;0.0302916;-0.284745;
1.109;0.0300078;-0.282787;
1.11;0.029726;-0.280843;
1.111;0.0294462;-0.27891;
1.112;0.0291682;-0.27699;
1.113;0.0288922;-0.275083;
1.114;0.028618;-0.273187;
1.115;0.0283458;-0.271303;
1.116;0.0280754;-0.269431;
1.117;0.0278069;-0.267571;
1.118;0.0275403;-0.265722;
1.119;0.0272755;-0.263884;
1.12;0.0270125;-0.262057;
1.121;0.0267514;-0.260241;
1.122;0.026492;-0.258436;
1.123;0.0262345;-0.256641;
1.124;0.0259788;-0.254857;
1.125;0.0257248;-0.253084;
1.126;0.0254726;-0.25132;
1.127;0.0252222;-0.249567;
1.128;0.0249735;-0.247823;
1.129;0.0247265;-0.246089;
1.13;0.0244813;-0.244365;
1.131;0.0242378;-0.242651;
1.132;0.023996;-0.240946;
1.133;0.0237559;-0.23925;
1.134;0.0235175;-0.237563;
1.135;0.0232808;-0.235885;
1.136;0.0230457;-0.234217;
1.137;0.0228123;-0.232557;
1.138;0.0225806;-0.230905;
1.139;0.0223505;-0.229263;
1.14;0.0221221;-0.227628;
1.141;0.0218953;-0.226003;
1.142;0.0216701;-0.224385;
1.143;0.0214465;-0.222776;
1.144;0.0212245;-0.221174;
1.145;0.0210041;-0.219581;
1.146;0.0207854;-0.217995;
1.147;0.0205682;-0.216417;
1.148;0.0203525;-0.214847;
1.149;0.0201385;-0.213285;
1.15;0.019926;-0.21173;
1.151;0.019715;-0.210182;
1.152;0.0195056;-0.208642;
1.153;0.0192977;-0.207108;
1.154;0.0190914;-0.205582;
1.155;0.0188866;-0.204064;
1.156;0.0186832;-0.202552;
1.157;0.0184814;-0.201046;
1.158;0.0182812;-0.199548;
1.159;0.0180824;-0.198057;
1.16;0.017885;-0.196572;
1.161;0.0176892;-0.195094;
1.162;0.0174949;-0.193622;
1.163;0.017302;-0.192157;
1.164;0.0171105;-0.190698;
1.165;0.0169206;-0.189245;
1.166;0.016732;-0.187799;
1.167;0.016545;-0.186359;
1.168;0.0163593;-0.184925;
1.169;0.0161751;-0.183498;
1.17;0.0159923;-0.182076;
1.171;0.015811;-0.18066;
1.172;0.015631;-0.17925;
1.173;0.0154525;-0.177846;
1.174;0.0152753;-0.176448;
1.175;0.0150996;-0.175056;
1.176;0.0149252;-0.173669;
1.177;0.0147522;-0.172288;
1.178;0.0145806;-0.170913;
1.179;0.0144104;-0.169544;
1.18;0.0142415;-0.168179;
1.181;0.014074;-0.166821;
1.182;0.0139079;-0.165468;
1.183;0.0137431;-0.16412;
1.184;0.0135797;-0.162778;
1.185;0.0134176;-0.161441;
1.186;0.0132568;-0.16011;
1.187;0.0130973;-0.158783;
1.188;0.0129392;-0.157462;
1.189;0.0127824;-0.156147;
1.19;0.0126269;-0.154836;
1.191;0.0124727;-0.153531;
1.192;0.0123199;-0.152231;
1.193;0.0121683;-0.150936;
1.194;0.012018;-0.149646;
1.195;0.011869;-0.148362;
1.196;0.0117213;-0.147082;
1.197;0.0115748;-0.145808;
1.198;0.0114296;-0.144539;
1.199;0.0112857;-0.143274;
1.2;0.0111431;-0.142015;
1.201;0.0110017;-0.140761;
1.202;0.0108616;-0.139511;
1.203;0.0107227;-0.138267;
1.204;0.010585;-0.137028;
1.205;0.0104486;-0.135794;
1.206;0.0103135;-0.134565;
1.207;0.0101795;-0.13334;
1.208;0.0100468;-0.132121;
1.209;0.00991526;-0.130907;
1.21;0.00978496;-0.129698;
1.211;0.00965587;-0.128493;
1.212;0.00952797;-0.127294;
1.213;0.00940128;-0.1261;
1.214;0.00927577;-0.124911;
1.215;0.00915146;-0.123726;
1.216;0.00902832;-0.122547;
1.217;0.00890636;-0.121373;
1.218;0.00878558;-0.120203;
1.219;0.00866596;-0.119039;
1.22;0.0085475;-0.11788;
1.221;0.0084302;-0.116726;
1.222;0.00831405;-0.115577;
1.223;0.00819904;-0.114433;
1.224;0.00808518;-0.113294;
1.225;0.00797245;-0.11216;
1.226;0.00786086;-0.111032;
1.227;0.00775039;-0.109908;
1.228;0.00764104;-0.10879;
1.229;0.00753281;-0.107677;
1.23;0.00742569;-0.106569;
1.231;0.00731967;-0.105466;
1.232;0.00721476;-0.104369;
1.233;0.00711094;-0.103277;
1.234;0.0070082;-0.10219;
1.235;0.00690656;-0.101108;
1.236;0.00680599;-0.100032;
1.237;0.00670649;-0.098961;
1.238;0.00660807;-0.0978955;
1.239;0.0065107;-0.0968355;
1.24;0.00641439;-0.0957809;
1.241;0.00631914;-0.0947317;
1.242;0.00622493;-0.0936881;
1.243;0.00613176;-0.09265;
1.244;0.00603963;-0.0916174;
1.245;0.00594853;-0.0905904;
1.246;0.00585845;-0.0895691;
1.247;0.00576939;-0.0885533;
1.248;0.00568134;-0.0875433;
1.249;0.0055943;-0.086539;
1.25;0.00550827;-0.0855404;
1.251;0.00542322;-0.0845475;
1.252;0.00533917;-0.0835605;
1.253;0.0052561;-0.0825793;
1.254;0.00517401;-0.0816039;
1.255;0.00509289;-0.0806344;
1.256;0.00501274;-0.0796709;
1.257;0.00493355;-0.0787133;
1.258;0.00485532;-0.0777617;
1.259;0.00477803;-0.0768161;
1.26;0.00470168;-0.0758766;
1.261;0.00462628;-0.0749432;
1.262;0.0045518;-0.0740158;
1.263;0.00447824;-0.0730946;
1.264;0.00440561;-0.0721796;
1.265;0.00433389;-0.0712708;
1.266;0.00426307;-0.0703682;
1.267;0.00419315;-0.0694719;
1.268;0.00412412;-0.0685819;
1.269;0.00405599;-0.0676982;
1.27;0.00398873;-0.0668209;
1.271;0.00392234;-0.0659499;
1.272;0.00385683;-0.0650854;
1.273;0.00379217;-0.0642273;
1.274;0.00372837;-0.0633757;
1.275;0.00366542;-0.0625305;
1.276;0.00360331;-0.0616919;
1.277;0.00354204;-0.0608599;
1.278;0.00348159;-0.0600344;
1.279;0.00342197;-0.0592155;
1.28;0.00336316;-0.0584032;
1.281;0.00330516;-0.0575976;
1.282;0.00324797;-0.0567986;
1.283;0.00319156;-0.0560063;
1.284;0.00313595;-0.0552208;
1.285;0.00308112;-0.0544419;
1.286;0.00302707;-0.0536698;
1.287;0.00297378;-0.0529045;
1.288;0.00292126;-0.0521459;
1.289;0.00286949;-0.0513942;
1.29;0.00281847;-0.0506492;
1.291;0.00276819;-0.0499111;
1.292;0.00271865;-0.0491799;
1.293;0.00266983;-0.0484554;
1.294;0.00262174;-0.0477379;
1.295;0.00257436;-0.0470272;
1.296;0.00252768;-0.0463234;
1.297;0.00248171;-0.0456264;
1.298;0.00243643;-0.0449364;
1.299;0.00239184;-0.0442533;
1.3;0.00234792;-0.0435771;
1.301;0.00230468;-0.0429078;
1.302;0.00226211;-0.0422454;
1.303;0.00222019;-0.0415899;
1.304;0.00217893;-0.0409413;
1.305;0.00213831;-0.0402997;
1.306;0.00209833;-0.0396649;
1.307;0.00205898;-0.0390371;
1.308;0.00202026;-0.0384161;
1.309;0.00198215;-0.037802;
1.31;0.00194465;-0.0371948;
1.311;0.00190776;-0.0365945;
1.312;0.00187146;-0.0360011;
1.313;0.00183576;-0.0354145;
1.314;0.00180063;-0.0348347;
1.315;0.00176609;-0.0342618;
1.316;0.00173211;-0.0336956;
1.317;0.0016987;-0.0331363;
1.318;0.00166584;-0.0325837;
1.319;0.00163353;-0.0320379;
1.32;0.00160176;-0.0314988;
1.321;0.00157053;-0.0309664;
1.322;0.00153983;-0.0304407;
1.323;0.00150965;-0.0299217;
1.324;0.00147999;-0.0294093;
1.325;0.00145083;-0.0289035;
1.326;0.00142218;-0.0284043;
1.327;0.00139402;-0.0279116;
1.328;0.00136636;-0.0274255;
1.329;0.00133917;-0.0269458;
1.33;0.00131246;-0.0264726;
1.331;0.00128623;-0.0260059;
1.332;0.00126045;-0.0255455;
1.333;0.00123514;-0.0250914;
1.334;0.00121027;-0.0246437;
1.335;0.00118585;-0.0242023;
1.336;0.00116187;-0.0237671;
1.337;0.00113831;-0.0233381;
1.338;0.00111519;-0.0229152;
1.339;0.00109248;-0.0224984;
1.34;0.00107019;-0.0220878;
1.341;0.00104831;-0.0216831;
1.342;0.00102683;-0.0212844;
1.343;0.00100574;-0.0208917;
1.344;0.000985042;-0.0205049;
1.345;0.000964729;-0.0201239;
1.346;0.000944795;-0.0197486;
1.347;0.000925232;-0.0193792;
1.348;0.000906036;-0.0190154;
1.349;0.000887201;-0.0186573;
1.35;0.000868722;-0.0183047;
1.351;0.000850592;-0.0179577;
1.352;0.000832806;-0.0176162;
1.353;0.00081536;-0.0172801;
1.354;0.000798246;-0.0169495;
1.355;0.000781461;-0.0166241;
1.356;0.000764998;-0.016304;
1.357;0.000748853;-0.0159892;
1.358;0.00073302;-0.0156795;
1.359;0.000717494;-0.0153749;
1.36;0.00070227;-0.0150754;
1.361;0.000687343;-0.0147808;
1.362;0.000672708;-0.0144913;
1.363;0.00065836;-0.0142066;
1.364;0.000644295;-0.0139267;
1.365;0.000630507;-0.0136516;
1.366;0.000616992;-0.0133812;
1.367;0.000603745;-0.0131155;
1.368;0.000590761;-0.0128544;
1.369;0.000578036;-0.0125979;
1.37;0.000565565;-0.0123458;
1.371;0.000553344;-0.0120981;
1.372;0.000541369;-0.0118549;
1.373;0.000529634;-0.0116159;
1.374;0.000518137;-0.0113812;
1.375;0.000506872;-0.0111507;
1.376;0.000495836;-0.0109244;
1.377;0.000485023;-0.0107021;
1.378;0.000474431;-0.0104839;
1.379;0.000464056;-0.0102696;
1.38;0.000453892;-0.0100593;
1.381;0.000443937;-0.0098528;
1.382;0.000434186;-0.00965013;
1.383;0.000424637;-0.00945121;
1.384;0.000415284;-0.00925599;
1.385;0.000406125;-0.00906441;
1.386;0.000397155;-0.00887641;
1.387;0.000388372;-0.00869194;
1.388;0.000379771;-0.00851096;
1.389;0.00037135;-0.00833339;
1.39;0.000363105;-0.0081592;
1.391;0.000355032;-0.00798832;
1.392;0.000347128;-0.00782071;
1.393;0.00033939;-0.00765631;
1.394;0.000331815;-0.00749508;
1.395;0.0003244;-0.00733695;
1.396;0.000317141;-0.00718189;
1.397;0.000310036;-0.00702983;
1.398;0.000303082;-0.00688074;
1.399;0.000296275;-0.00673455;
1.4;0.000289613;-0.00659123;
1.401;0.000283092;-0.00645072;
1.402;0.000276711;-0.00631298;
1.403;0.000270466;-0.00617796;
1.404;0.000264355;-0.00604561;
1.405;0.000258375;-0.00591589;
1.406;0.000252523;-0.00578875;
1.407;0.000246798;-0.00566415;
1.408;0.000241195;-0.00554204;
1.409;0.000235714;-0.00542237;
1.41;0.00023035;-0.00530511;
1.411;0.000225103;-0.00519022;
1.412;0.00021997;-0.00507764;
1.413;0.000214948;-0.00496734;
1.414;0.000210035;-0.00485928;
1.415;0.00020523;-0.00475341;
1.416;0.000200529;-0.0046497;
1.417;0.00019593;-0.00454811;
1.418;0.000191432;-0.0044486;
1.419;0.000187033;-0.00435113;
1.42;0.00018273;-0.00425565;
1.421;0.000178522;-0.00416215;
1.422;0.000174406;-0.00407057;
1.423;0.00017038;-0.00398089;
1.424;0.000166444;-0.00389306;
1.425;0.000162594;-0.00380705;
1.426;0.00015883;-0.00372283;
1.427;0.000155149;-0.00364037;
1.428;0.000151549;-0.00355962;
1.429;0.000148029;-0.00348056;
1.43;0.000144588;-0.00340316;
1.431;0.000141223;-0.00332738;
1.432;0.000137933;-0.0032532;
1.433;0.000134717;-0.00318057;
1.434;0.000131572;-0.00310947;
1.435;0.000128498;-0.00303988;
1.436;0.000125492;-0.00297176;
1.437;0.000122554;-0.00290508;
1.438;0.000119682;-0.00283982;
1.439;0.000116875;-0.00277594;
1.44;0.00011413;-0.00271342;
1.441;0.000111448;-0.00265224;
1.442;0.000108826;-0.00259236;
1.443;0.000106263;-0.00253377;
1.444;0.000103758;-0.00247643;
1.445;0.00010131;-0.00242032;
1.446;9.89176e-05;-0.00236541;
1.447;9.65794e-05;-0.00231169;
1.448;9.42943e-05;-0.00225913;
1.449;9.20611e-05;-0.0022077;
1.45;8.98789e-05;-0.00215738;
1.451;8.77464e-05;-0.00210815;
1.452;8.56626e-05;-0.00205999;
1.453;8.36264e-05;-0.00201288;
1.454;8.16368e-05;-0.00196679;
1.455;7.96928e-05;-0.0019217;
1.456;7.77934e-05;-0.00187759;
1.457;7.59376e-05;-0.00183445;
1.458;7.41245e-05;-0.00179226;
1.459;7.23531e-05;-0.00175099;
1.46;7.06225e-05;-0.00171062;
1.461;6.89319e-05;-0.00167114;
1.462;6.72802e-05;-0.00163253;
1.463;6.56668e-05;-0.00159476;
1.464;6.40907e-05;-0.00155783;
1.465;6.25511e-05;-0.00152172;
1.466;6.10473e-05;-0.00148641;
1.467;5.95783e-05;-0.00145187;
1.468;5.81435e-05;-0.00141811;
1.469;5.67421e-05;-0.00138509;
1.47;5.53734e-05;-0.00135281;
1.471;5.40365e-05;-0.00132124;
1.472;5.27309e-05;-0.00129038;
1.473;5.14557e-05;-0.00126021;
1.474;5.02105e-05;-0.00123071;
1.475;4.89943e-05;-0.00120188;
1.476;4.78067e-05;-0.00117369;
1.477;4.66469e-05;-0.00114613;
1.478;4.55144e-05;-0.00111919;
1.479;4.44086e-05;-0.00109286;
1.48;4.33287e-05;-0.00106712;
1.481;4.22743e-05;-0.00104196;
1.482;4.12448e-05;-0.00101737;
1.483;4.02396e-05;-0.000993337;
1.484;3.92581e-05;-0.000969848;
1.485;3.82999e-05;-0.000946891;
1.486;3.73643e-05;-0.000924456;
1.487;3.6451e-05;-0.00090253;
1.488;3.55593e-05;-0.000881104;
1.489;3.46888e-05;-0.000860166;
1.49;3.3839e-05;-0.000839705;
1.491;3.30094e-05;-0.000819712;
1.492;3.21995e-05;-0.000800177;
1.493;3.1409e-05;-0.000781089;
1.494;3.06374e-05;-0.000762439;
1.495;2.98841e-05;-0.000744217;
1.496;2.91489e-05;-0.000726414;
1.497;2.84313e-05;-0.00070902;
1.498;2.77309e-05;-0.000692028;
1.499;2.70472e-05;-0.000675427;
1.5;2.638e-05;-0.00065921;
1.501;2.57288e-05;-0.000643368;
1.502;2.50933e-05;-0.000627893;
1.503;2.4473e-05;-0.000612776;
1.504;2.38677e-05;-0.000598011;
1.505;2.3277e-05;-0.000583588;
1.506;2.27006e-05;-0.000569502;
1.507;2.2138e-05;-0.000555743;
1.508;2.15891e-05;-0.000542305;
1.509;2.10534e-05;-0.00052918;
1.51;2.05307e-05;-0.000516363;
1.511;2.00207e-05;-0.000503845;
1.512;1.9523e-05;-0.000491621;
1.513;1.90374e-05;-0.000479683;
1.514;1.85637e-05;-0.000468025;
1.515;1.81014e-05;-0.000456642;
1.516;1.76504e-05;-0.000445526;
1.517;1.72103e-05;-0.000434672;
1.518;1.6781e-05;-0.000424074;
1.519;1.63622e-05;-0.000413726;
1.52;1.59536e-05;-0.000403623;
1.521;1.55549e-05;-0.000393759;
1.522;1.51661e-05;-0.000384128;
1.523;1.47867e-05;-0.000374726;
1.524;1.44166e-05;-0.000365547;
1.525;1.40556e-05;-0.000356586;
1.526;1.37034e-05;-0.000347837;
1.527;1.33599e-05;-0.000339298;
1.528;1.30248e-05;-0.000330961;
1.529;1.2698e-05;-0.000322824;
1.53;1.23792e-05;-0.000314881;
1.531;1.20682e-05;-0.000307128;
1.532;1.17649e-05;-0.00029956;
1.533;1.14691e-05;-0.000292173;
1.534;1.11806e-05;-0.000284964;
1.535;1.08992e-05;-0.000277927;
1.536;1.06247e-05;-0.00027106;
1.537;1.03571e-05;-0.000264357;
1.538;1.0096e-05;-0.000257816;
1.539;9.84143e-06;-0.000251433;
1.54;9.59315e-06;-0.000245203;
1.541;9.35103e-06;-0.000239124;
1.542;9.11491e-06;-0.000233192;
1.543;8.88464e-06;-0.000227403;
1.544;8.6601e-06;-0.000221754;
1.545;8.44114e-06;-0.000216242;
1.546;8.22762e-06;-0.000210863;
1.547;8.01941e-06;-0.000205615;
1.548;7.81639e-06;-0.000200495;
1.549;7.61842e-06;-0.000195499;
1.55;7.42539e-06;-0.000190624;
1.551;7.23717e-06;-0.000185869;
1.552;7.05365e-06;-0.000181229;
1.553;6.87471e-06;-0.000176702;
1.554;6.70025e-06;-0.000172286;
1.555;6.53014e-06;-0.000167977;
1.556;6.36429e-06;-0.000163774;
1.557;6.20259e-06;-0.000159674;
1.558;6.04494e-06;-0.000155674;
1.559;5.89124e-06;-0.000151773;
1.56;5.7414e-06;-0.000147967;
1.561;5.59531e-06;-0.000144254;
1.562;5.45289e-06;-0.000140633;
1.563;5.31405e-06;-0.0001371;
1.564;5.17869e-06;-0.000133655;
1.565;5.04674e-06;-0.000130294;
1.566;4.9181e-06;-0.000127016;
1.567;4.7927e-06;-0.00012382;
1.568;4.67046e-06;-0.000120701;
1.569;4.5513e-06;-0.00011766;
1.57;4.43514e-06;-0.000114694;
1.571;4.32191e-06;-0.000111802;
1.572;4.21154e-06;-0.000108981;
1.573;4.10395e-06;-0.00010623;
1.574;3.99908e-06;-0.000103547;
1.575;3.89686e-06;-0.00010093;
1.576;3.79722e-06;-9.8379e-05;
1.577;3.7001e-06;-9.58909e-05;
1.578;3.60543e-06;-9.34646e-05;
1.579;3.51317e-06;-9.10987e-05;
1.58;3.42324e-06;-8.87916e-05;
1.581;3.33558e-06;-8.6542e-05;
1.582;3.25015e-06;-8.43484e-05;
1.583;3.16689e-06;-8.22095e-05;
1.584;3.08573e-06;-8.01239e-05;
1.585;3.00664e-06;-7.80904e-05;
1.586;2.92955e-06;-7.61077e-05;
1.587;2.85442e-06;-7.41746e-05;
1.588;2.7812e-06;-7.22898e-05;
1.589;2.70985e-06;-7.04521e-05;
1.59;2.6403e-06;-6.86605e-05;
1.591;2.57252e-06;-6.69137e-05;
1.592;2.50647e-06;-6.52107e-05;
1.593;2.4421e-06;-6.35505e-05;
1.594;2.37937e-06;-6.19319e-05;
1.595;2.31824e-06;-6.03539e-05;
1.596;2.25866e-06;-5.88155e-05;
1.597;2.20061e-06;-5.73159e-05;
1.598;2.14403e-06;-5.58539e-05;
1.599;2.0889e-06;-5.44287e-05;
1.6;2.03517e-06;-5.30394e-05;
1.601;1.98282e-06;-5.16851e-05;
1.602;1.9318e-06;-5.0365e-05;
1.603;1.88209e-06;-4.90781e-05;
1.604;1.83365e-06;-4.78236e-05;
1.605;1.78644e-06;-4.66009e-05;
1.606;1.74045e-06;-4.5409e-05;
1.607;1.69563e-06;-4.42472e-05;
1.608;1.65195e-06;-4.31148e-05;
1.609;1.6094e-06;-4.2011e-05;
1.61;1.56793e-06;-4.09351e-05;
1.611;1.52753e-06;-3.98865e-05;
1.612;1.48816e-06;-3.88644e-05;
1.613;1.4498e-06;-3.78682e-05;
1.614;1.41242e-06;-3.68973e-05;
1.615;1.376e-06;-3.59509e-05;
1.616;1.34052e-06;-3.50286e-05;
