v-sweep;V(/out2);user0;
0.077;1.8;-4.10292e-06;
0.078;1.8;-4.21547e-06;
0.079;1.8;-4.33097e-06;
0.08;1.8;-4.44967e-06;
0.081;1.8;-4.57159e-06;
0.082;1.8;-4.69681e-06;
0.083;1.8;-4.82558e-06;
0.084;1.8;-4.95777e-06;
0.085;1.8;-5.09371e-06;
0.086;1.8;-5.23315e-06;
0.087;1.8;-5.37634e-06;
0.088;1.8;-5.52379e-06;
0.089;1.8;-5.67518e-06;
0.09;1.8;-5.83059e-06;
0.091;1.8;-5.99015e-06;
0.092;1.8;-6.15428e-06;
0.093;1.8;-6.32292e-06;
0.094;1.8;-6.49605e-06;
0.095;1.8;-6.67388e-06;
0.096;1.8;-6.85661e-06;
0.097;1.8;-7.04443e-06;
0.098;1.8;-7.23739e-06;
0.099;1.8;-7.43549e-06;
0.1;1.8;-7.63899e-06;
0.101;1.8;-7.84822e-06;
0.102;1.8;-8.06309e-06;
0.103;1.8;-8.28366e-06;
0.104;1.8;-8.5104e-06;
0.105;1.8;-8.74346e-06;
0.106;1.8;-8.98277e-06;
0.107;1.8;-9.22844e-06;
0.108;1.8;-9.48101e-06;
0.109;1.8;-9.74061e-06;
0.11;1.8;-1.00068e-05;
0.111;1.8;-1.02807e-05;
0.112;1.8;-1.05621e-05;
0.113;1.8;-1.08509e-05;
0.114;1.8;-1.11477e-05;
0.115;1.8;-1.14527e-05;
0.116;1.8;-1.17658e-05;
0.117;1.8;-1.20875e-05;
0.118;1.8;-1.24181e-05;
0.119;1.8;-1.27577e-05;
0.12;1.8;-1.31064e-05;
0.121;1.8;-1.34646e-05;
0.122;1.8;-1.38327e-05;
0.123;1.8;-1.42108e-05;
0.124;1.8;-1.45992e-05;
0.125;1.8;-1.49982e-05;
0.126;1.8;-1.54079e-05;
0.127;1.8;-1.5829e-05;
0.128;1.8;-1.62614e-05;
0.129;1.8;-1.67056e-05;
0.13;1.8;-1.71619e-05;
0.131;1.8;-1.76306e-05;
0.132;1.8;-1.81121e-05;
0.133;1.8;-1.86065e-05;
0.134;1.8;-1.91146e-05;
0.135;1.8;-1.96365e-05;
0.136;1.8;-2.01723e-05;
0.137;1.8;-2.07229e-05;
0.138;1.8;-2.12885e-05;
0.139;1.8;-2.18694e-05;
0.14;1.8;-2.24659e-05;
0.141;1.8;-2.30789e-05;
0.142;1.8;-2.37084e-05;
0.143;1.8;-2.43549e-05;
0.144;1.8;-2.50191e-05;
0.145;1.8;-2.57013e-05;
0.146;1.8;-2.6402e-05;
0.147;1.8;-2.71215e-05;
0.148;1.8;-2.78609e-05;
0.149;1.8;-2.86201e-05;
0.15;1.8;-2.93997e-05;
0.151;1.8;-3.02008e-05;
0.152;1.8;-3.10235e-05;
0.153;1.8;-3.18684e-05;
0.154;1.8;-3.27361e-05;
0.155;1.8;-3.36275e-05;
0.156;1.8;-3.4543e-05;
0.157;1.8;-3.54832e-05;
0.158;1.8;-3.64488e-05;
0.159;1.8;-3.74405e-05;
0.16;1.8;-3.84591e-05;
0.161;1.8;-3.95053e-05;
0.162;1.8;-4.05798e-05;
0.163;1.8;-4.16831e-05;
0.164;1.8;-4.28163e-05;
0.165;1.8;-4.39802e-05;
0.166;1.8;-4.51754e-05;
0.167;1.8;-4.64029e-05;
0.168;1.8;-4.76635e-05;
0.169;1.8;-4.89582e-05;
0.17;1.8;-5.02878e-05;
0.171;1.8;-5.16531e-05;
0.172;1.8;-5.30553e-05;
0.173;1.8;-5.44954e-05;
0.174;1.8;-5.59741e-05;
0.175;1.8;-5.74927e-05;
0.176;1.8;-5.90522e-05;
0.177;1.8;-6.06535e-05;
0.178;1.8;-6.22979e-05;
0.179;1.8;-6.39867e-05;
0.18;1.8;-6.57208e-05;
0.181;1.8;-6.75016e-05;
0.182;1.8;-6.93301e-05;
0.183;1.8;-7.12079e-05;
0.184;1.8;-7.3136e-05;
0.185;1.8;-7.51157e-05;
0.186;1.8;-7.71486e-05;
0.187;1.8;-7.92361e-05;
0.188;1.8;-8.13796e-05;
0.189;1.8;-8.35803e-05;
0.19;1.8;-8.584e-05;
0.191;1.8;-8.81604e-05;
0.192;1.8;-9.05429e-05;
0.193;1.8;-9.2989e-05;
0.194;1.8;-9.55006e-05;
0.195;1.8;-9.80793e-05;
0.196;1.8;-0.000100727;
0.197;1.8;-0.000103445;
0.198;1.8;-0.000106236;
0.199;1.8;-0.000109102;
0.2;1.8;-0.000112044;
0.201;1.8;-0.000115064;
0.202;1.8;-0.000118165;
0.203;1.8;-0.000121348;
0.204;1.8;-0.000124616;
0.205;1.8;-0.000127972;
0.206;1.8;-0.000131416;
0.207;1.79999;-0.000134953;
0.208;1.79999;-0.000138583;
0.209;1.79999;-0.000142309;
0.21;1.79999;-0.000146135;
0.211;1.79999;-0.000150062;
0.212;1.79999;-0.000154093;
0.213;1.79999;-0.000158231;
0.214;1.79999;-0.000162479;
0.215;1.79999;-0.00016684;
0.216;1.79999;-0.000171316;
0.217;1.79999;-0.00017591;
0.218;1.79999;-0.000180626;
0.219;1.79999;-0.000185466;
0.22;1.79999;-0.000190435;
0.221;1.79999;-0.000195534;
0.222;1.79999;-0.000200768;
0.223;1.79999;-0.000206141;
0.224;1.79999;-0.000211654;
0.225;1.79999;-0.000217314;
0.226;1.79999;-0.000223122;
0.227;1.79999;-0.000229083;
0.228;1.79999;-0.000235201;
0.229;1.79999;-0.000241479;
0.23;1.79999;-0.000247923;
0.231;1.79999;-0.000254535;
0.232;1.79999;-0.000261321;
0.233;1.79999;-0.000268286;
0.234;1.79999;-0.000275432;
0.235;1.79999;-0.000282766;
0.236;1.79999;-0.000290292;
0.237;1.79999;-0.000298014;
0.238;1.79999;-0.000305938;
0.239;1.79999;-0.000314069;
0.24;1.79999;-0.000322413;
0.241;1.79999;-0.000330974;
0.242;1.79999;-0.000339758;
0.243;1.79999;-0.000348771;
0.244;1.79999;-0.000358019;
0.245;1.79999;-0.000367507;
0.246;1.79999;-0.000377242;
0.247;1.79999;-0.000387229;
0.248;1.79998;-0.000397476;
0.249;1.79998;-0.000407988;
0.25;1.79998;-0.000418773;
0.251;1.79998;-0.000429837;
0.252;1.79998;-0.000441188;
0.253;1.79998;-0.000452832;
0.254;1.79998;-0.000464776;
0.255;1.79998;-0.000477029;
0.256;1.79998;-0.000489598;
0.257;1.79998;-0.000502491;
0.258;1.79998;-0.000515716;
0.259;1.79998;-0.000529282;
0.26;1.79998;-0.000543195;
0.261;1.79998;-0.000557467;
0.262;1.79998;-0.000572104;
0.263;1.79998;-0.000587117;
0.264;1.79998;-0.000602515;
0.265;1.79998;-0.000618307;
0.266;1.79998;-0.000634502;
0.267;1.79998;-0.000651112;
0.268;1.79997;-0.000668146;
0.269;1.79997;-0.000685614;
0.27;1.79997;-0.000703527;
0.271;1.79997;-0.000721897;
0.272;1.79997;-0.000740733;
0.273;1.79997;-0.000760049;
0.274;1.79997;-0.000779854;
0.275;1.79997;-0.000800163;
0.276;1.79997;-0.000820986;
0.277;1.79997;-0.000842336;
0.278;1.79997;-0.000864226;
0.279;1.79997;-0.000886669;
0.28;1.79997;-0.000909679;
0.281;1.79996;-0.000933269;
0.282;1.79996;-0.000957453;
0.283;1.79996;-0.000982246;
0.284;1.79996;-0.00100766;
0.285;1.79996;-0.00103372;
0.286;1.79996;-0.00106043;
0.287;1.79996;-0.0010878;
0.288;1.79996;-0.00111587;
0.289;1.79996;-0.00114463;
0.29;1.79995;-0.00117412;
0.291;1.79995;-0.00120433;
0.292;1.79995;-0.00123531;
0.293;1.79995;-0.00126705;
0.294;1.79995;-0.00129959;
0.295;1.79995;-0.00133293;
0.296;1.79995;-0.0013671;
0.297;1.79995;-0.00140211;
0.298;1.79994;-0.001438;
0.299;1.79994;-0.00147477;
0.3;1.79994;-0.00151245;
0.301;1.79994;-0.00155106;
0.302;1.79994;-0.00159062;
0.303;1.79994;-0.00163116;
0.304;1.79994;-0.00167269;
0.305;1.79993;-0.00171524;
0.306;1.79993;-0.00175884;
0.307;1.79993;-0.0018035;
0.308;1.79993;-0.00184926;
0.309;1.79993;-0.00189614;
0.31;1.79992;-0.00194416;
0.311;1.79992;-0.00199335;
0.312;1.79992;-0.00204374;
0.313;1.79992;-0.00209536;
0.314;1.79992;-0.00214823;
0.315;1.79991;-0.00220238;
0.316;1.79991;-0.00225785;
0.317;1.79991;-0.00231465;
0.318;1.79991;-0.00237283;
0.319;1.7999;-0.00243242;
0.32;1.7999;-0.00249344;
0.321;1.7999;-0.00255593;
0.322;1.7999;-0.00261992;
0.323;1.79989;-0.00268545;
0.324;1.79989;-0.00275255;
0.325;1.79989;-0.00282126;
0.326;1.79989;-0.00289162;
0.327;1.79988;-0.00296365;
0.328;1.79988;-0.0030374;
0.329;1.79988;-0.00311291;
0.33;1.79987;-0.00319021;
0.331;1.79987;-0.00326935;
0.332;1.79987;-0.00335037;
0.333;1.79986;-0.00343331;
0.334;1.79986;-0.00351821;
0.335;1.79986;-0.00360512;
0.336;1.79985;-0.00369408;
0.337;1.79985;-0.00378513;
0.338;1.79985;-0.00387833;
0.339;1.79984;-0.00397371;
0.34;1.79984;-0.00407134;
0.341;1.79983;-0.00417125;
0.342;1.79983;-0.0042735;
0.343;1.79983;-0.00437813;
0.344;1.79982;-0.00448521;
0.345;1.79982;-0.00459478;
0.346;1.79981;-0.0047069;
0.347;1.79981;-0.00482163;
0.348;1.7998;-0.00493901;
0.349;1.7998;-0.00505911;
0.35;1.79979;-0.00518199;
0.351;1.79979;-0.00530771;
0.352;1.79978;-0.00543632;
0.353;1.79978;-0.00556789;
0.354;1.79977;-0.00570249;
0.355;1.79976;-0.00584017;
0.356;1.79976;-0.00598101;
0.357;1.79975;-0.00612507;
0.358;1.79975;-0.00627242;
0.359;1.79974;-0.00642313;
0.36;1.79973;-0.00657727;
0.361;1.79973;-0.00673491;
0.362;1.79972;-0.00689613;
0.363;1.79971;-0.007061;
0.364;1.79971;-0.0072296;
0.365;1.7997;-0.00740201;
0.366;1.79969;-0.0075783;
0.367;1.79968;-0.00775856;
0.368;1.79968;-0.00794287;
0.369;1.79967;-0.00813132;
0.37;1.79966;-0.00832398;
0.371;1.79965;-0.00852096;
0.372;1.79964;-0.00872232;
0.373;1.79963;-0.00892818;
0.374;1.79962;-0.00913861;
0.375;1.79961;-0.00935371;
0.376;1.79961;-0.00957357;
0.377;1.7996;-0.0097983;
0.378;1.79959;-0.010028;
0.379;1.79958;-0.0102627;
0.38;1.79957;-0.0105027;
0.381;1.79955;-0.0107478;
0.382;1.79954;-0.0109984;
0.383;1.79953;-0.0112544;
0.384;1.79952;-0.011516;
0.385;1.79951;-0.0117834;
0.386;1.7995;-0.0120565;
0.387;1.79949;-0.0123355;
0.388;1.79947;-0.0126206;
0.389;1.79946;-0.0129119;
0.39;1.79945;-0.0132094;
0.391;1.79943;-0.0135134;
0.392;1.79942;-0.0138238;
0.393;1.79941;-0.0141409;
0.394;1.79939;-0.0144648;
0.395;1.79938;-0.0147956;
0.396;1.79936;-0.0151334;
0.397;1.79935;-0.0154784;
0.398;1.79933;-0.0158307;
0.399;1.79932;-0.0161905;
0.4;1.7993;-0.0165578;
0.401;1.79928;-0.0169329;
0.402;1.79927;-0.0173158;
0.403;1.79925;-0.0177067;
0.404;1.79923;-0.0181057;
0.405;1.79921;-0.0185131;
0.406;1.79919;-0.0189289;
0.407;1.79917;-0.0193533;
0.408;1.79915;-0.0197865;
0.409;1.79913;-0.0202286;
0.41;1.79911;-0.0206798;
0.411;1.79909;-0.0211401;
0.412;1.79907;-0.0216099;
0.413;1.79905;-0.0220892;
0.414;1.79903;-0.0225783;
0.415;1.799;-0.0230772;
0.416;1.79898;-0.0235861;
0.417;1.79896;-0.0241053;
0.418;1.79893;-0.0246348;
0.419;1.79891;-0.025175;
0.42;1.79888;-0.0257258;
0.421;1.79886;-0.0262875;
0.422;1.79883;-0.0268604;
0.423;1.7988;-0.0274445;
0.424;1.79877;-0.02804;
0.425;1.79875;-0.0286471;
0.426;1.79872;-0.029266;
0.427;1.79869;-0.029897;
0.428;1.79866;-0.03054;
0.429;1.79863;-0.0311954;
0.43;1.7986;-0.0318634;
0.431;1.79856;-0.0325441;
0.432;1.79853;-0.0332376;
0.433;1.7985;-0.0339443;
0.434;1.79846;-0.0346642;
0.435;1.79843;-0.0353976;
0.436;1.79839;-0.0361446;
0.437;1.79836;-0.0369055;
0.438;1.79832;-0.0376805;
0.439;1.79828;-0.0384696;
0.44;1.79824;-0.0392731;
0.441;1.7982;-0.0400913;
0.442;1.79816;-0.0409242;
0.443;1.79812;-0.0417721;
0.444;1.79808;-0.0426352;
0.445;1.79803;-0.0435136;
0.446;1.79799;-0.0444075;
0.447;1.79795;-0.0453172;
0.448;1.7979;-0.0462428;
0.449;1.79785;-0.0471844;
0.45;1.79781;-0.0481424;
0.451;1.79776;-0.0491168;
0.452;1.79771;-0.0501079;
0.453;1.79766;-0.0511157;
0.454;1.7976;-0.0521406;
0.455;1.79755;-0.0531826;
0.456;1.7975;-0.054242;
0.457;1.79744;-0.0553189;
0.458;1.79739;-0.0564135;
0.459;1.79733;-0.0575259;
0.46;1.79727;-0.0586564;
0.461;1.79721;-0.0598051;
0.462;1.79715;-0.0609721;
0.463;1.79709;-0.0621577;
0.464;1.79703;-0.0633618;
0.465;1.79696;-0.0645849;
0.466;1.7969;-0.0658268;
0.467;1.79683;-0.0670879;
0.468;1.79677;-0.0683683;
0.469;1.7967;-0.0696681;
0.47;1.79663;-0.0709874;
0.471;1.79655;-0.0723263;
0.472;1.79648;-0.0736851;
0.473;1.79641;-0.0750638;
0.474;1.79633;-0.0764625;
0.475;1.79625;-0.0778814;
0.476;1.79618;-0.0793206;
0.477;1.7961;-0.0807801;
0.478;1.79601;-0.0822602;
0.479;1.79593;-0.0837609;
0.48;1.79585;-0.0852822;
0.481;1.79576;-0.0868243;
0.482;1.79567;-0.0883873;
0.483;1.79558;-0.0899713;
0.484;1.79549;-0.0915762;
0.485;1.7954;-0.0932023;
0.486;1.79531;-0.0948495;
0.487;1.79521;-0.096518;
0.488;1.79511;-0.0982078;
0.489;1.79501;-0.0999189;
0.49;1.79491;-0.101651;
0.491;1.79481;-0.103405;
0.492;1.79471;-0.105181;
0.493;1.7946;-0.106978;
0.494;1.79449;-0.108796;
0.495;1.79438;-0.110636;
0.496;1.79427;-0.112497;
0.497;1.79416;-0.114381;
0.498;1.79404;-0.116285;
0.499;1.79393;-0.118211;
0.5;1.79381;-0.120159;
0.501;1.79369;-0.122129;
0.502;1.79356;-0.12412;
0.503;1.79344;-0.126132;
0.504;1.79331;-0.128166;
0.505;1.79318;-0.130221;
0.506;1.79305;-0.132298;
0.507;1.79292;-0.134396;
0.508;1.79278;-0.136516;
0.509;1.79264;-0.138657;
0.51;1.7925;-0.140819;
0.511;1.79236;-0.143002;
0.512;1.79222;-0.145206;
0.513;1.79207;-0.147432;
0.514;1.79192;-0.149678;
0.515;1.79177;-0.151945;
0.516;1.79162;-0.154233;
0.517;1.79146;-0.156542;
0.518;1.79131;-0.158871;
0.519;1.79115;-0.16122;
0.52;1.79098;-0.16359;
0.521;1.79082;-0.165981;
0.522;1.79065;-0.168391;
0.523;1.79048;-0.170822;
0.524;1.79031;-0.173272;
0.525;1.79013;-0.175742;
0.526;1.78996;-0.178232;
0.527;1.78978;-0.180742;
0.528;1.7896;-0.183271;
0.529;1.78941;-0.185819;
0.53;1.78922;-0.188386;
0.531;1.78904;-0.190972;
0.532;1.78884;-0.193577;
0.533;1.78865;-0.196201;
0.534;1.78845;-0.198844;
0.535;1.78825;-0.201505;
0.536;1.78805;-0.204184;
0.537;1.78784;-0.206881;
0.538;1.78763;-0.209596;
0.539;1.78742;-0.212329;
0.54;1.78721;-0.215079;
0.541;1.78699;-0.217847;
0.542;1.78677;-0.220632;
0.543;1.78655;-0.223435;
0.544;1.78633;-0.226254;
0.545;1.7861;-0.22909;
0.546;1.78587;-0.231943;
0.547;1.78563;-0.234812;
0.548;1.7854;-0.237698;
0.549;1.78516;-0.240599;
0.55;1.78492;-0.243517;
0.551;1.78467;-0.246451;
0.552;1.78442;-0.2494;
0.553;1.78417;-0.252364;
0.554;1.78392;-0.255344;
0.555;1.78366;-0.25834;
0.556;1.7834;-0.26135;
0.557;1.78314;-0.264375;
0.558;1.78287;-0.267414;
0.559;1.78261;-0.270469;
0.56;1.78233;-0.273537;
0.561;1.78206;-0.27662;
0.562;1.78178;-0.279717;
0.563;1.7815;-0.282828;
0.564;1.78121;-0.285953;
0.565;1.78093;-0.289091;
0.566;1.78064;-0.292243;
0.567;1.78034;-0.295408;
0.568;1.78005;-0.298587;
0.569;1.77975;-0.301778;
0.57;1.77944;-0.304983;
0.571;1.77914;-0.3082;
0.572;1.77883;-0.311431;
0.573;1.77851;-0.314674;
0.574;1.7782;-0.317929;
0.575;1.77788;-0.321197;
0.576;1.77755;-0.324477;
0.577;1.77723;-0.32777;
0.578;1.7769;-0.331074;
0.579;1.77657;-0.334391;
0.58;1.77623;-0.33772;
0.581;1.77589;-0.34106;
0.582;1.77555;-0.344413;
0.583;1.7752;-0.347777;
0.584;1.77485;-0.351152;
0.585;1.7745;-0.35454;
0.586;1.77414;-0.357939;
0.587;1.77378;-0.361349;
0.588;1.77342;-0.364771;
0.589;1.77305;-0.368205;
0.59;1.77268;-0.37165;
0.591;1.77231;-0.375106;
0.592;1.77193;-0.378574;
0.593;1.77155;-0.382053;
0.594;1.77117;-0.385543;
0.595;1.77078;-0.389045;
0.596;1.77039;-0.392558;
0.597;1.77;-0.396082;
0.598;1.7696;-0.399618;
0.599;1.7692;-0.403165;
0.6;1.76879;-0.406723;
0.601;1.76838;-0.410293;
0.602;1.76797;-0.413875;
0.603;1.76756;-0.417468;
0.604;1.76714;-0.421073;
0.605;1.76671;-0.424689;
0.606;1.76629;-0.428317;
0.607;1.76586;-0.431957;
0.608;1.76542;-0.435609;
0.609;1.76499;-0.439273;
0.61;1.76455;-0.442949;
0.611;1.7641;-0.446637;
0.612;1.76365;-0.450338;
0.613;1.7632;-0.454051;
0.614;1.76274;-0.457776;
0.615;1.76228;-0.461514;
0.616;1.76182;-0.465265;
0.617;1.76135;-0.469029;
0.618;1.76088;-0.472807;
0.619;1.76041;-0.476597;
0.62;1.75993;-0.480401;
0.621;1.75945;-0.484218;
0.622;1.75896;-0.48805;
0.623;1.75847;-0.491895;
0.624;1.75798;-0.495755;
0.625;1.75748;-0.499629;
0.626;1.75698;-0.503518;
0.627;1.75647;-0.507421;
0.628;1.75596;-0.51134;
0.629;1.75545;-0.515274;
0.63;1.75493;-0.519224;
0.631;1.75441;-0.523189;
0.632;1.75389;-0.527171;
0.633;1.75336;-0.531169;
0.634;1.75282;-0.535184;
0.635;1.75229;-0.539216;
0.636;1.75175;-0.543265;
0.637;1.7512;-0.547332;
0.638;1.75065;-0.551417;
0.639;1.7501;-0.55552;
0.64;1.74954;-0.559641;
0.641;1.74898;-0.563782;
0.642;1.74841;-0.567942;
0.643;1.74784;-0.572121;
0.644;1.74727;-0.576321;
0.645;1.74669;-0.580541;
0.646;1.74611;-0.584782;
0.647;1.74552;-0.589044;
0.648;1.74493;-0.593328;
0.649;1.74433;-0.597633;
0.65;1.74373;-0.601962;
0.651;1.74313;-0.606313;
0.652;1.74252;-0.610688;
0.653;1.74191;-0.615087;
0.654;1.74129;-0.61951;
0.655;1.74067;-0.623958;
0.656;1.74004;-0.628431;
0.657;1.73941;-0.632931;
0.658;1.73878;-0.637456;
0.659;1.73814;-0.642009;
0.66;1.73749;-0.646589;
0.661;1.73684;-0.651198;
0.662;1.73619;-0.655835;
0.663;1.73553;-0.660501;
0.664;1.73487;-0.665197;
0.665;1.7342;-0.669924;
0.666;1.73353;-0.674681;
0.667;1.73285;-0.679471;
0.668;1.73217;-0.684293;
0.669;1.73148;-0.689148;
0.67;1.73079;-0.694037;
0.671;1.7301;-0.698961;
0.672;1.72939;-0.703919;
0.673;1.72869;-0.708914;
0.674;1.72798;-0.713946;
0.675;1.72726;-0.719015;
0.676;1.72654;-0.724122;
0.677;1.72581;-0.729269;
0.678;1.72508;-0.734455;
0.679;1.72434;-0.739682;
0.68;1.7236;-0.744951;
0.681;1.72285;-0.750263;
0.682;1.7221;-0.755618;
0.683;1.72134;-0.761018;
0.684;1.72058;-0.766463;
0.685;1.71981;-0.771954;
0.686;1.71903;-0.777493;
0.687;1.71825;-0.78308;
0.688;1.71747;-0.788717;
0.689;1.71668;-0.794404;
0.69;1.71588;-0.800143;
0.691;1.71508;-0.805935;
0.692;1.71427;-0.81178;
0.693;1.71345;-0.817681;
0.694;1.71263;-0.823638;
0.695;1.71181;-0.829653;
0.696;1.71097;-0.835726;
0.697;1.71013;-0.84186;
0.698;1.70929;-0.848056;
0.699;1.70844;-0.854314;
0.7;1.70758;-0.860637;
0.701;1.70672;-0.867025;
0.702;1.70585;-0.873481;
0.703;1.70497;-0.880006;
0.704;1.70409;-0.886601;
0.705;1.7032;-0.893268;
0.706;1.7023;-0.900009;
0.707;1.7014;-0.906825;
0.708;1.70049;-0.913719;
0.709;1.69957;-0.920692;
0.71;1.69864;-0.927745;
0.711;1.69771;-0.934882;
0.712;1.69678;-0.942103;
0.713;1.69583;-0.949411;
0.714;1.69488;-0.956808;
0.715;1.69392;-0.964296;
0.716;1.69295;-0.971877;
0.717;1.69197;-0.979554;
0.718;1.69099;-0.987329;
0.719;1.69;-0.995204;
0.72;1.689;-1.00318;
0.721;1.68799;-1.01127;
0.722;1.68698;-1.01946;
0.723;1.68595;-1.02776;
0.724;1.68492;-1.03618;
0.725;1.68388;-1.04471;
0.726;1.68283;-1.05336;
0.727;1.68177;-1.06214;
0.728;1.68071;-1.07104;
0.729;1.67963;-1.08007;
0.73;1.67855;-1.08924;
0.731;1.67745;-1.09854;
0.732;1.67635;-1.10798;
0.733;1.67524;-1.11756;
0.734;1.67411;-1.1273;
0.735;1.67298;-1.13718;
0.736;1.67184;-1.14723;
0.737;1.67069;-1.15743;
0.738;1.66952;-1.1678;
0.739;1.66835;-1.17834;
0.74;1.66717;-1.18906;
0.741;1.66597;-1.19995;
0.742;1.66477;-1.21103;
0.743;1.66355;-1.22231;
0.744;1.66232;-1.23378;
0.745;1.66108;-1.24545;
0.746;1.65983;-1.25734;
0.747;1.65857;-1.26944;
0.748;1.65729;-1.28177;
0.749;1.65601;-1.29432;
0.75;1.65471;-1.30712;
0.751;1.65339;-1.32015;
0.752;1.65207;-1.33345;
0.753;1.65072;-1.34701;
0.754;1.64937;-1.36083;
0.755;1.648;-1.37494;
0.756;1.64662;-1.38934;
0.757;1.64522;-1.40404;
0.758;1.64381;-1.41905;
0.759;1.64239;-1.43439;
0.76;1.64094;-1.45006;
0.761;1.63949;-1.46608;
0.762;1.63801;-1.48246;
0.763;1.63652;-1.49921;
0.764;1.63501;-1.51635;
0.765;1.63349;-1.53389;
0.766;1.63195;-1.55186;
0.767;1.63038;-1.57026;
0.768;1.62881;-1.58911;
0.769;1.62721;-1.60845;
0.77;1.62559;-1.62827;
0.771;1.62395;-1.64861;
0.772;1.62229;-1.66949;
0.773;1.62061;-1.69092;
0.774;1.61891;-1.71295;
0.775;1.61719;-1.73559;
0.776;1.61544;-1.75887;
0.777;1.61367;-1.78283;
0.778;1.61187;-1.80749;
0.779;1.61005;-1.83289;
0.78;1.60821;-1.85907;
0.781;1.60633;-1.88607;
0.782;1.60443;-1.91392;
0.783;1.60251;-1.94268;
0.784;1.60055;-1.9724;
0.785;1.59856;-2.00312;
0.786;1.59654;-2.03491;
0.787;1.59449;-2.06782;
0.788;1.59241;-2.10193;
0.789;1.59029;-2.1373;
0.79;1.58813;-2.17401;
0.791;1.58594;-2.21214;
0.792;1.58371;-2.25179;
0.793;1.58144;-2.29306;
0.794;1.57912;-2.33606;
0.795;1.57676;-2.3809;
0.796;1.57436;-2.42772;
0.797;1.57191;-2.47666;
0.798;1.56941;-2.52787;
0.799;1.56685;-2.58155;
0.8;1.56424;-2.63787;
0.801;1.56158;-2.69705;
0.802;1.55885;-2.75934;
0.803;1.55606;-2.82499;
0.804;1.5532;-2.89431;
0.805;1.55027;-2.96763;
0.806;1.54726;-3.04532;
0.807;1.54418;-3.12782;
0.808;1.54101;-3.2156;
0.809;1.53775;-3.30921;
0.81;1.53439;-3.40927;
0.811;1.53093;-3.5165;
0.812;1.52736;-3.63172;
0.813;1.52367;-3.75587;
0.814;1.51985;-3.89006;
0.815;1.51589;-4.03554;
0.816;1.51178;-4.19382;
0.817;1.5075;-4.36662;
0.818;1.50304;-4.55597;
0.819;1.49839;-4.76426;
0.82;1.49351;-4.99431;
0.821;1.4884;-5.2494;
0.822;1.48301;-5.53343;
0.823;1.47733;-5.85089;
0.824;1.47131;-6.20701;
0.825;1.46492;-6.60773;
0.826;1.4581;-7.05962;
0.827;1.4508;-7.56976;
0.828;1.44296;-8.14525;
0.829;1.43451;-8.79259;
0.83;1.42537;-9.51666;
0.831;1.41547;-10.3195;
